0 0.2
0.01 0.161773
0.02 0.126986
0.03 0.0954823
0.04 0.0671078
0.05 0.0417125
0.06 0.0191494
0.07 -0.00072486
0.08 -0.0180506
0.09 -0.0329645
0.1 -0.0456
0.11 -0.0560873
0.12 -0.064553
0.13 -0.0711205
0.14 -0.0759098
0.15 -0.0790375
0.16 -0.080617
0.17 -0.0807581
0.18 -0.0795674
0.19 -0.0771481
0.2 -0.0736
0.21 -0.0690197
0.22 -0.0635002
0.23 -0.0571313
0.24 -0.0499994
0.25 -0.0421875
0.26 -0.0337754
0.27 -0.0248393
0.28 -0.0154522
0.29 -0.00568366
0.3 0.0044
0.31 0.0147359
0.32 0.0252646
0.33 0.0359299
0.34 0.046679
0.35 0.0574625
0.36 0.0682342
0.37 0.0789515
0.38 0.089575
0.39 0.100069
0.4 0.1104
0.41 0.12054
0.42 0.130461
0.43 0.140143
0.44 0.149565
0.45 0.158712
0.46 0.167572
0.47 0.176134
0.48 0.184394
0.49 0.192349
0.5 0.2
0.51 0.207351
0.52 0.21441
0.53 0.221188
0.54 0.2277
0.55 0.233962
0.56 0.239997
0.57 0.245829
0.58 0.251485
0.59 0.256998
0.6 0.2624
0.61 0.267731
0.62 0.273031
0.63 0.278346
0.64 0.283722
0.65 0.289212
0.66 0.294871
0.67 0.300756
0.68 0.306929
0.69 0.313454
0.7 0.3204
0.71 0.327838
0.72 0.335844
0.73 0.344495
0.74 0.353873
0.75 0.364063
0.76 0.375153
0.77 0.387235
0.78 0.400404
0.79 0.414758
0.8 0.4304
0.81 0.447434
0.82 0.465969
0.83 0.486116
0.84 0.507991
0.85 0.531713
0.86 0.557402
0.87 0.585186
0.88 0.615191
0.89 0.647551
0.9 0.6824
0.91 0.719878
0.92 0.760125
0.93 0.803289
0.94 0.849517
0.95 0.898963
0.96 0.95178
0.97 1.00813
0.98 1.06817
0.99 1.13207
1 1.2
