0 0
0.01 0.0199987
0.02 0.0399893
0.03 0.059964
0.04 0.0799147
0.05 0.0998334
0.06 0.119712
0.07 0.139543
0.08 0.159318
0.09 0.17903
0.1 0.198669
0.11 0.21823
0.12 0.237703
0.13 0.257081
0.14 0.276356
0.15 0.29552
0.16 0.314567
0.17 0.333487
0.18 0.352274
0.19 0.37092
0.2 0.389418
0.21 0.40776
0.22 0.425939
0.23 0.443948
0.24 0.461779
0.25 0.479426
0.26 0.49688
0.27 0.514136
0.28 0.531186
0.29 0.548024
0.3 0.564642
0.31 0.581035
0.32 0.597195
0.33 0.613117
0.34 0.628793
0.35 0.644218
0.36 0.659385
0.37 0.674288
0.38 0.688921
0.39 0.703279
0.4 0.717356
0.41 0.731146
0.42 0.744643
0.43 0.757843
0.44 0.770739
0.45 0.783327
0.46 0.795602
0.47 0.807558
0.48 0.819192
0.49 0.830497
0.5 0.841471
0.51 0.852108
0.52 0.862404
0.53 0.872355
0.54 0.881958
0.55 0.891207
0.56 0.9001
0.57 0.908633
0.58 0.916803
0.59 0.924606
0.6 0.932039
0.61 0.939099
0.62 0.945784
0.63 0.95209
0.64 0.958016
0.65 0.963558
0.66 0.968715
0.67 0.973485
0.68 0.977865
0.69 0.981854
0.7 0.98545
0.71 0.988652
0.72 0.991458
0.73 0.993868
0.74 0.995881
0.75 0.997495
0.76 0.99871
0.77 0.999526
0.78 0.999942
0.79 0.999958
0.8 0.999574
0.81 0.99879
0.82 0.997606
0.83 0.996024
0.84 0.994043
0.85 0.991665
0.86 0.98889
0.87 0.985719
0.88 0.982154
0.89 0.978197
0.9 0.973848
0.91 0.969109
0.92 0.963983
0.93 0.958471
0.94 0.952576
0.95 0.9463
0.96 0.939645
0.97 0.932615
0.98 0.925212
0.99 0.917438
1 0.909297
