0 0.0326813
0.01 0.0356309
0.02 0.0385805
0.03 0.0415302
0.04 0.0444798
0.05 0.0474294
0.06 0.050379
0.07 0.0533286
0.08 0.0562782
0.09 0.0592279
0.1 0.0621775
0.11 0.0651271
0.12 0.0680767
0.13 0.0710263
0.14 0.073976
0.15 0.0769256
0.16 0.0798752
0.17 0.0828248
0.18 0.0857744
0.19 0.088724
0.2 0.0479354
0.21 0.0663248
0.22 0.0847141
0.23 0.103103
0.24 0.121493
0.25 0.139882
0.26 0.158272
0.27 0.176661
0.28 0.19505
0.29 0.21344
0.3 0.231829
0.31 0.250218
0.32 0.268608
0.33 0.286997
0.34 0.305387
0.35 0.323776
0.36 0.342165
0.37 0.360555
0.38 0.378944
0.39 0.397333
0.4 0.784314
0.41 0.784314
0.42 0.784314
0.43 0.784314
0.44 0.784314
0.45 0.784314
0.46 0.784314
0.47 0.784314
0.48 0.784314
0.49 0.784314
0.5 0.784314
0.51 0.784314
0.52 0.784314
0.53 0.784314
0.54 0.784314
0.55 0.784314
0.56 0.784314
0.57 0.784314
0.58 0.784314
0.59 0.784314
0.6 0.784314
0.61 0.397333
0.62 0.378944
0.63 0.360555
0.64 0.342165
0.65 0.323776
0.66 0.305387
0.67 0.286997
0.68 0.268608
0.69 0.250218
0.7 0.231829
0.71 0.21344
0.72 0.19505
0.73 0.176661
0.74 0.158272
0.75 0.139882
0.76 0.121493
0.77 0.103103
0.78 0.0847141
0.79 0.0663248
0.8 0.0916737
0.81 0.088724
0.82 0.0857744
0.83 0.0828248
0.84 0.0798752
0.85 0.0769256
0.86 0.073976
0.87 0.0710263
0.88 0.0680767
0.89 0.0651271
0.9 0.0621775
0.91 0.0592279
0.92 0.0562782
0.93 0.0533286
0.94 0.050379
0.95 0.0474294
0.96 0.0444798
0.97 0.0415302
0.98 0.0385805
0.99 0.0356309
1 0.0326813
