0 0
0.01 -0.00485
0.02 -0.0094
0.03 -0.01365
0.04 -0.0176
0.05 -0.02125
0.06 -0.0246
0.07 -0.02765
0.08 -0.0304
0.09 -0.03285
0.1 -0.035
0.11 -0.03685
0.12 -0.0384
0.13 -0.03965
0.14 -0.0406
0.15 -0.04125
0.16 -0.0416
0.17 -0.04165
0.18 -0.0414
0.19 -0.04085
0.2 -0.04
0.21 -0.03885
0.22 -0.0374
0.23 -0.03565
0.24 -0.0336
0.25 -0.03125
0.26 -0.0286
0.27 -0.02565
0.28 -0.0224
0.29 -0.01885
0.3 -0.015
0.31 -0.01085
0.32 -0.0064
0.33 -0.00165
0.34 0.0034
0.35 0.00875
0.36 0.0144
0.37 0.02035
0.38 0.0266
0.39 0.03315
0.4 0.04
0.41 0.04715
0.42 0.0546
0.43 0.06235
0.44 0.0704
0.45 0.07875
0.46 0.0874
0.47 0.09635
0.48 0.1056
0.49 0.11515
0.5 0.125
0.51 0.13515
0.52 0.1456
0.53 0.15635
0.54 0.1674
0.55 0.17875
0.56 0.1904
0.57 0.20235
0.58 0.2146
0.59 0.22715
0.6 0.24
0.61 0.25315
0.62 0.2666
0.63 0.28035
0.64 0.2944
0.65 0.30875
0.66 0.3234
0.67 0.33835
0.68 0.3536
0.69 0.36915
0.7 0.385
0.71 0.40115
0.72 0.4176
0.73 0.43435
0.74 0.4514
0.75 0.46875
0.76 0.4864
0.77 0.50435
0.78 0.5226
0.79 0.54115
0.8 0.56
0.81 0.57915
0.82 0.5986
0.83 0.61835
0.84 0.6384
0.85 0.65875
0.86 0.6794
0.87 0.70035
0.88 0.7216
0.89 0.74315
0.9 0.765
0.91 0.78715
0.92 0.8096
0.93 0.83235
0.94 0.8554
0.95 0.87875
0.96 0.9024
0.97 0.92635
0.98 0.9506
0.99 0.97515
1 1
